source_concept_id,source_label,target_uri,target_label,relation,confidence,source_url,source_version
E98A_6gA_wC5,D-truckar,http://data.europa.eu/esco/skill/28cb374e-6261-4133-8371-f9a5470145da,köra gaffeltruck,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
E98q_sFV_4FT,Industrisanering,http://data.europa.eu/esco/skill/139a8761-e26c-4c19-b446-a2568c9eb578,rengöra industricontainrar,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
E98q_sFV_4FT,Industrisanering,http://data.europa.eu/esco/skill/2dd79277-f639-463d-b74f-00b7501d742d,dekontamineringsmetoder,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
E9LX_1eF_jDB,Mediastrategi,http://data.europa.eu/esco/skill/09024161-e90d-47a4-aa78-90bc9244b58d,främja politiska kampanjer,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
E9LX_1eF_jDB,Mediastrategi,http://data.europa.eu/esco/skill/4095c6dd-3b00-44d1-9308-878e08737e92,skapa opinionsbildningsmaterial,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
E9LX_1eF_jDB,Mediastrategi,http://data.europa.eu/esco/skill/4bc7fcff-54a5-4ff0-8f5e-a7c2479b522c,politiskt kampanjarbete,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
E9LX_1eF_jDB,Mediastrategi,http://data.europa.eu/esco/skill/4d811cac-4efa-4c87-b598-a711eb1575d2,leda opinionsbildningsstrategier,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
E9LX_1eF_jDB,Mediastrategi,http://data.europa.eu/esco/skill/63e85fe0-f941-4f54-b4de-af6f8d43c176,samarbeta med reklammakare,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
E9LX_1eF_jDB,Mediastrategi,http://data.europa.eu/esco/skill/679e221d-4e86-49af-8e91-ae8c6fe8e5ae,godkänna reklamkampanj,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
E9LX_1eF_jDB,Mediastrategi,http://data.europa.eu/esco/skill/698dabf4-ee23-4398-a4a8-9dff73830eca,utforma kampanjåtgärder,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
E9LX_1eF_jDB,Mediastrategi,http://data.europa.eu/esco/skill/7053c54a-994e-4b87-865d-a520b5c401c7,skapa relationer med medierna,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
E9LX_1eF_jDB,Mediastrategi,http://data.europa.eu/esco/skill/89c1d71c-f443-4e60-a7c3-f824ecb10597,medietyper,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
E9LX_1eF_jDB,Mediastrategi,http://data.europa.eu/esco/skill/9161e2c5-3edc-4b85-acc9-b91c78f4872a,främja idrott genom medier,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
E9LX_1eF_jDB,Mediastrategi,http://data.europa.eu/esco/skill/9194696f-8a5a-4f7b-bf8a-a680da41c320,opinionsbildning,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
E9LX_1eF_jDB,Mediastrategi,http://data.europa.eu/esco/skill/a4881e54-6055-4e61-855a-0a56ced7cfa3,utvärdering av webbstrategi,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
E9LX_1eF_jDB,Mediastrategi,http://data.europa.eu/esco/skill/a5591b3c-c426-45af-b0fe-eac9d0f39248,upprätta kampanjschema,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
E9LX_1eF_jDB,Mediastrategi,http://data.europa.eu/esco/skill/ae6af2c6-890d-40a7-9849-326a8c21df76,samordna reklamkampanjer,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
E9LX_1eF_jDB,Mediastrategi,http://data.europa.eu/esco/skill/b45bf486-0c19-4f51-8e76-f2148f082810,utforma opinionsbildningskampanjer,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
E9LX_1eF_jDB,Mediastrategi,http://data.europa.eu/esco/skill/c051d374-68f8-4ad7-83b2-d7884fc0555d,upprätta medieschema,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
E9LX_1eF_jDB,Mediastrategi,http://data.europa.eu/esco/skill/c2d48b3a-1f91-4442-8f18-6c43a589737b,utveckla mediestrategi,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
E9LX_1eF_jDB,Mediastrategi,http://data.europa.eu/esco/skill/d80f7a28-1e75-4247-9104-de8e5f909f0a,anseendehantering,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
E9LX_1eF_jDB,Mediastrategi,http://data.europa.eu/esco/skill/d952e003-b5af-4a8a-9d32-921d34dc4907,ge råd om image,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
E9LX_1eF_jDB,Mediastrategi,http://data.europa.eu/esco/skill/e1964543-0312-4deb-8cba-aa07f3fb0904,övervaka politiska kampanjer,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
E9LX_1eF_jDB,Mediastrategi,http://data.europa.eu/esco/skill/e90d2727-de2d-4793-8cb8-6b68013baa01,utforma kampanjer,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
E9LX_1eF_jDB,Mediastrategi,http://data.europa.eu/esco/skill/f0a1db01-ffbd-4366-8120-add9bd134ffd,övervaka opinionsbildande arbete,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
E9eu_hC6_nue,Skadeutredningar,http://data.europa.eu/esco/skill/98119761-07b9-4e27-ae16-23586ab4becb,undersöka byggnaders skick,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
E9eu_hC6_nue,Skadeutredningar,http://data.europa.eu/esco/skill/e6c6da92-cc13-4c83-bce8-2e0bd2a27f15,fastställa skadeorsaker,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
ECRe_FX3_yN9,"Maskinskötsel, skinn- och läderindustri",http://data.europa.eu/esco/skill/17b3af3e-0bd5-4388-9fb4-db5d241aa9d8,tillämpa grundläggande underhållsregler för maskiner för tillverkning av läderartiklar och skor,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
ECRe_FX3_yN9,"Maskinskötsel, skinn- och läderindustri",http://data.europa.eu/esco/skill/1f857013-3fbc-4205-b904-fe6506744687,tillverkningsprocesser för läderartiklar,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
ECRe_FX3_yN9,"Maskinskötsel, skinn- och läderindustri",http://data.europa.eu/esco/skill/40ae7e06-5eb8-40cd-a755-ad7152bdb01e,tillämpa tekniker för maskintillskärning av skor och läderartiklar,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
ECRe_FX3_yN9,"Maskinskötsel, skinn- och läderindustri",http://data.europa.eu/esco/skill/61cea229-2057-4687-ac14-62d8ea1419ad,utrustning för skotillverkning,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
ECRe_FX3_yN9,"Maskinskötsel, skinn- och läderindustri",http://data.europa.eu/esco/skill/61d9ad65-6a78-4c72-9824-aeca20d9a102,underhålla maskiner,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
ECRe_FX3_yN9,"Maskinskötsel, skinn- och läderindustri",http://data.europa.eu/esco/skill/9379afee-37fd-419c-8c83-76e877b9f191,underhåll av maskiner för skotillverkning,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
ECRe_FX3_yN9,"Maskinskötsel, skinn- och läderindustri",http://data.europa.eu/esco/skill/9b55d4b6-d015-4605-985e-5313a1e3face,maskiners funktionalitet,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
ECRe_FX3_yN9,"Maskinskötsel, skinn- och läderindustri",http://data.europa.eu/esco/skill/a0f6c6be-6998-49a5-a2da-d1483ff4e766,utföra kalkhusarbeten,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
ECRe_FX3_yN9,"Maskinskötsel, skinn- och läderindustri",http://data.europa.eu/esco/skill/acb43107-4354-40a5-8a82-9b9264fafacf,maskiner för skotillverkning,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
ECRe_FX3_yN9,"Maskinskötsel, skinn- och läderindustri",http://data.europa.eu/esco/skill/c8d75bf4-ad0d-4f36-8cdc-265a7b044881,tillämpa sömnadsmetoder,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
ECRe_FX3_yN9,"Maskinskötsel, skinn- och läderindustri",http://data.europa.eu/esco/skill/ce86c869-4623-45d7-b466-5db0f077017b,planera kalkhusverksarbeten,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
ECRe_FX3_yN9,"Maskinskötsel, skinn- och läderindustri",http://data.europa.eu/esco/skill/e3c4e9f9-f25a-4859-ab95-266fdb2dab34,läderfärgningskemi,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
ECRe_FX3_yN9,"Maskinskötsel, skinn- och läderindustri",http://data.europa.eu/esco/skill/e43ecf07-e89c-4a1e-8ef9-78c68b7f91e9,lokalisera leverantörer av kemikalier för färgning,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
ECRe_FX3_yN9,"Maskinskötsel, skinn- och läderindustri",http://data.europa.eu/esco/skill/f2ce1560-2a29-41e9-b81b-bbe1554202d8,tillämpa tekniker inför sömnad,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
ECs4_p2b_JiU,Instrumentteknik,http://data.europa.eu/esco/skill/066ea964-3f3b-42f2-b6a6-38d0726dbcc1,kirurgiska instrument,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
ECs4_p2b_JiU,Instrumentteknik,http://data.europa.eu/esco/skill/ace3fb56-5e3d-445b-a752-66b03e494076,testa precisionen hos kirurgiska instrument,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
ECs4_p2b_JiU,Instrumentteknik,http://data.europa.eu/esco/skill/b7b381f5-7de2-4f91-9a8f-524041cb47d9,instrumentteknik,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EEFJ_g2T_biH,Modefotografering,http://data.europa.eu/esco/skill/eac1e014-17aa-4694-a96d-540bfc06bca3,kommersiell fotografering,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EEhN_tn1_T8d,Stuksvetsning,http://data.europa.eu/esco/skill/2fcd95a4-1f9a-41cf-95a9-4701bde476b4,använda svetsningsutrustning,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EEhN_tn1_T8d,Stuksvetsning,http://data.europa.eu/esco/skill/530cb489-d900-46ab-9350-4d50ccd49eea,svetstekniker,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EGCS_78o_x3F,"Svarvning, konventionell maskin",http://data.europa.eu/esco/skill/090b7d62-bd5b-48c8-a339-d33e7992a9ca,typer av trycksvarvar,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EGCS_78o_x3F,"Svarvning, konventionell maskin",http://data.europa.eu/esco/skill/0be7c835-a562-416f-8c35-67abd0995b4d,trycksvarvning,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EGCS_78o_x3F,"Svarvning, konventionell maskin",http://data.europa.eu/esco/skill/2937cef9-e822-4f1f-b569-4ec0362fa5f6,svarva trä,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EGCS_78o_x3F,"Svarvning, konventionell maskin",http://data.europa.eu/esco/skill/34bd22df-015b-4a85-9cfe-4074956a882a,svarvning,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EGCS_78o_x3F,"Svarvning, konventionell maskin",http://data.europa.eu/esco/skill/3ac73c5e-2b4a-46c4-8096-2b5d2af00591,ställa in tvärslid på svarv,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EGCS_78o_x3F,"Svarvning, konventionell maskin",http://data.europa.eu/esco/skill/49618378-8e17-4418-b63e-6247e97660bf,typer av svarvningsverktyg,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EGCS_78o_x3F,"Svarvning, konventionell maskin",http://data.europa.eu/esco/skill/77980af4-bd9a-44c1-ae3b-9bcb98848ba5,delar av svarv,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EGCS_78o_x3F,"Svarvning, konventionell maskin",http://data.europa.eu/esco/skill/9e49298a-7e40-4d39-ae75-1a680c767c8c,använda svarvningsverktyg,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EGCS_78o_x3F,"Svarvning, konventionell maskin",http://data.europa.eu/esco/skill/e4a9ec84-4eb3-494b-8a70-0fcf0d687f03,sköta svarv,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EGxT_93M_sB4,"Växter, inventering",http://data.europa.eu/esco/skill/550ed2f5-be07-4fee-9dbc-0299209a933a,identifiera kännetecken hos växter,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EGxT_93M_sB4,"Växter, inventering",http://data.europa.eu/esco/skill/73997f48-cd9d-4724-872d-86ecbb2ed9a2,växtarter,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EH8q_u8m_bMn,"Övergreppsproblematik, behandlingserfarenhet/Incest, behandlingserfarenhet",http://data.europa.eu/esco/skill/497ac2d8-6a9c-45d1-8149-e7aa2d9e2cff,stötta unga som utsatts för sexuella övergrepp,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EH8q_u8m_bMn,"Övergreppsproblematik, behandlingserfarenhet/Incest, behandlingserfarenhet",http://data.europa.eu/esco/skill/e90c83be-ccb7-4752-af5e-7f58cd0ac399,underlätta läkandeprocessen efter sexuella övergrepp,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EH8q_u8m_bMn,"Övergreppsproblematik, behandlingserfarenhet/Incest, behandlingserfarenhet",http://data.europa.eu/esco/skill/f143bbc9-cc9d-4629-87d5-4d747838ddb3,strategier för att hantera sexuella övergrepp,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EHzQ_qjx_TGL,"Ortopedisk manuell terapi (OMT), specialistkompetens för fysioterapeuter",http://data.europa.eu/esco/skill/190be8c6-69a6-4aff-8320-473aee68d4c8,ortopedisk manuell terapi,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EHzQ_qjx_TGL,"Ortopedisk manuell terapi (OMT), specialistkompetens för fysioterapeuter",http://data.europa.eu/esco/skill/36c394b9-42c0-41a1-bba0-bf74e9c33ca2,tillhandahålla behandling av rörelseorganen,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EHzQ_qjx_TGL,"Ortopedisk manuell terapi (OMT), specialistkompetens för fysioterapeuter",http://data.europa.eu/esco/skill/59f2dfec-ea06-4eb5-9e10-01578b2e8526,tillhandahålla avancerad klinisk praktik inom fysioterapi,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EJmF_5gu_jeb,"Barn- och ungdomskirurgi, specialistkompetens för läkare",http://data.europa.eu/esco/skill/6af2f535-433b-4c38-b31b-ab14a8bac266,utföra preoperativa undersökningar,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EJmF_5gu_jeb,"Barn- och ungdomskirurgi, specialistkompetens för läkare",http://data.europa.eu/esco/skill/a3b513bc-8851-4496-afcc-ad5dac33abe7,barn- och ungdomskirurgi,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EK7a_5s8_mKA,"Sug- och spolbil, körvana",http://data.europa.eu/esco/skill/307c56a7-8a62-4555-959c-29582fc05a5f,rensa rörledningar,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EK7a_5s8_mKA,"Sug- och spolbil, körvana",http://data.europa.eu/esco/skill/8215bbba-2f6d-4530-bf41-904d871eaf72,manövrera tunga lastbilar,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EK82_anj_cWV,"Ljudteknik, livemusik",http://data.europa.eu/esco/skill/16977544-891e-44d7-86fd-444eadcf90ef,förbereda MTR-inspelningar,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EK82_anj_cWV,"Ljudteknik, livemusik",http://data.europa.eu/esco/skill/16ac3d37-dd72-40c3-863d-dab1ded961be,mixa MTR-inspelningar,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EK82_anj_cWV,"Ljudteknik, livemusik",http://data.europa.eu/esco/skill/20c6a2ec-ef98-4f95-8a16-c8006d9242ba,förbereda ljudutrustning,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EK82_anj_cWV,"Ljudteknik, livemusik",http://data.europa.eu/esco/skill/3443f825-fe5b-4f7a-80c9-968130ed0297,övervaka livemixning,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EK82_anj_cWV,"Ljudteknik, livemusik",http://data.europa.eu/esco/skill/3551b8e4-5b45-4983-bfb3-e5bfc029352b,förhindra oönskade förändringar av ljudbilden,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EK82_anj_cWV,"Ljudteknik, livemusik",http://data.europa.eu/esco/skill/4fa830eb-965f-467c-9dc2-46f1fdc30875,ansvara för ljudkvalitet,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EK82_anj_cWV,"Ljudteknik, livemusik",http://data.europa.eu/esco/skill/5cd76739-b8c7-45d1-a950-082dee2d6778,utföra soundcheck,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EK82_anj_cWV,"Ljudteknik, livemusik",http://data.europa.eu/esco/skill/72812eb6-5a0f-48e8-815d-3d2a16b8e963,använda ett ljudmixningsbord,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EK82_anj_cWV,"Ljudteknik, livemusik",http://data.europa.eu/esco/skill/7c794fa9-7b30-40a4-a3c8-a34c6bdc367a,bedöma ljudkvalitet,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EK82_anj_cWV,"Ljudteknik, livemusik",http://data.europa.eu/esco/skill/84bbad5b-6560-440a-89f0-0e61729e80a0,mixa liveljud,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EK82_anj_cWV,"Ljudteknik, livemusik",http://data.europa.eu/esco/skill/9a8f5432-fb04-498d-9ba4-a4e1444ff056,spela in flerspårsljud,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EK82_anj_cWV,"Ljudteknik, livemusik",http://data.europa.eu/esco/skill/a520b743-8f40-43ac-a2d5-755899120844,ljudteknik,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EK82_anj_cWV,"Ljudteknik, livemusik",http://data.europa.eu/esco/skill/b5b09dac-5b28-40a5-b671-5f9aa31f65d8,sköta ljudutrustning,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EK82_anj_cWV,"Ljudteknik, livemusik",http://data.europa.eu/esco/skill/cbeb1221-10ed-4676-a2a1-576718977001,använda ljudsignalprocessorer,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EK82_anj_cWV,"Ljudteknik, livemusik",http://data.europa.eu/esco/skill/cc7b37ef-9a91-4d16-ba55-138208c20502,spela in musik,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EK82_anj_cWV,"Ljudteknik, livemusik",http://data.europa.eu/esco/skill/d7734eca-1359-4169-87ea-0b8512ae9425,underhålla ljudutrustning,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EK82_anj_cWV,"Ljudteknik, livemusik",http://data.europa.eu/esco/skill/dfc63948-4423-4be0-9b32-8e532f90f2ed,förbereda ljudförstärkningssystem,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EK82_anj_cWV,"Ljudteknik, livemusik",http://data.europa.eu/esco/skill/e8bae3fe-6d8d-457e-a20b-6f8eea4d5402,hantera liveljud,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EK82_anj_cWV,"Ljudteknik, livemusik",http://data.europa.eu/esco/skill/fc461d64-ef74-43d5-8fc1-e1d1943e5bc5,ställa in trådlösa ljudsystem,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EKgP_yUZ_YZ7,"Slagverksinstrument, undervisning musikskola",http://data.europa.eu/esco/skill/90c0e266-c9ea-4036-802e-475ea50b9c7b,undervisa i musik,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EKo3_Jxj_joe,Spansk dans,http://data.europa.eu/esco/skill/2aeadb90-7ddc-4329-9268-8d5a6bf76b99,utföra dans,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EL7g_UQG_QVd,Hushållsmaskiner/Vitvaror,http://data.europa.eu/esco/skill/14045611-b8b2-4b17-bcad-c39e18c47ee8,installera spisar,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EL7g_UQG_QVd,Hushållsmaskiner/Vitvaror,http://data.europa.eu/esco/skill/30907443-4253-4477-a758-5e2c0d6feb72,ge råd om installation av elektriska hushållsapparater,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EL7g_UQG_QVd,Hushållsmaskiner/Vitvaror,http://data.europa.eu/esco/skill/31deb22d-4d1d-4b26-94bb-8e99d5e71b27,installera ugn,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EL7g_UQG_QVd,Hushållsmaskiner/Vitvaror,http://data.europa.eu/esco/skill/49a806f0-62a4-4af0-a92e-0654528678a0,typer av spishällar,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EL7g_UQG_QVd,Hushållsmaskiner/Vitvaror,http://data.europa.eu/esco/skill/72356ffc-c63c-430a-93ea-457473fb6e11,sälja hushållsapparater,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EL7g_UQG_QVd,Hushållsmaskiner/Vitvaror,http://data.europa.eu/esco/skill/9783ee06-7ad3-48f3-8297-74cde9476894,sälja hushållsartiklar,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EL7g_UQG_QVd,Hushållsmaskiner/Vitvaror,http://data.europa.eu/esco/skill/a031363f-f190-4449-96ee-4b347b077324,elektriska hushållsapparater,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EL7g_UQG_QVd,Hushållsmaskiner/Vitvaror,http://data.europa.eu/esco/skill/cc430acf-c3fb-4f1e-bec0-22c72d7ab444,sälja serviceavtal för elektriska hushållsapparater,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EL7g_UQG_QVd,Hushållsmaskiner/Vitvaror,http://data.europa.eu/esco/skill/ce36ac0a-1b91-42e4-8fcf-2afaf0bf9ae0,marknaden för vitvaror,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EL7g_UQG_QVd,Hushållsmaskiner/Vitvaror,http://data.europa.eu/esco/skill/d37e8c7f-6c2e-4cd5-ab14-d22db7aa581f,ta fram garantidokument för elektriska hushållsapparater,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EL7g_UQG_QVd,Hushållsmaskiner/Vitvaror,http://data.europa.eu/esco/skill/dd0f9720-4f22-4cf0-b4ce-650a6855e2c1,förklara funktionerna hos elektriska hushållsapparater,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
ELT8_7Hk_QvJ,Fuktskador,http://data.europa.eu/esco/skill/18226538-812b-4b59-a361-cdd58d76673d,hantera fuktproblem i byggnader,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
ELwo_Vin_g8P,"Kemi, undervisning gymnasienivå",http://data.europa.eu/esco/skill/297259c4-7f91-455b-bf24-1ce7f9d4cc63,undervisa i kemi,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EMap_oik_DBH,"Dumper, körvana",http://data.europa.eu/esco/skill/b8c1e014-1f54-480a-bf0f-2ef3d2d275e8,köra tunga byggfordon,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
ENrQ_eiN_i3i,"ADR, tank",http://data.europa.eu/esco/skill/12d7ea6f-ec1f-4f9a-a50b-8e2e9693f068,transport av farliga material,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EPc1_cdD_2fP,Brandfogning,http://data.europa.eu/esco/skill/87ebb1d4-3aab-4257-b2bd-7b7f2008eea2,applicera skyddande lager,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EPsr_XY7_xUe,"Wise Installation Express, programmeringsverktyg",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,datorprogrammering,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EPzz_Dy6_FZU,Flygledarcertifikat,http://data.europa.eu/esco/skill/0256f6b0-f4a9-4c5e-9cfd-96d58a2a70fe,använda radioutrustning,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EPzz_Dy6_FZU,Flygledarcertifikat,http://data.europa.eu/esco/skill/118d663f-473b-43d4-a990-fd81bc239517,hjälpa till vid start och landning,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EPzz_Dy6_FZU,Flygledarcertifikat,http://data.europa.eu/esco/skill/1d7855f1-e7a9-42ad-bf0a-971591801831,flygengelska,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EPzz_Dy6_FZU,Flygledarcertifikat,http://data.europa.eu/esco/skill/2579f843-87e8-4a9f-83ce-1284b2218b56,hantera tjänster för hantering av luftfartsinformation,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EPzz_Dy6_FZU,Flygledarcertifikat,http://data.europa.eu/esco/skill/286d0e0d-48e9-4210-b110-b1fbf04c35f1,radarutrustning,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
EPzz_Dy6_FZU,Flygledarcertifikat,http://data.europa.eu/esco/skill/30d926ba-1615-417c-a799-e24a3ea239b9,använda tvåvägsradiosystem,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
